,casualty_class,sex_of_casualty,age_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_home_area_type,casualty_imd_decile
67360,1,2,23,3,0,0,0,0,0,9,1,10
67361,1,1,24,3,0,0,0,0,0,19,1,4
67362,1,1,27,3,0,0,0,0,0,1,1,3
67363,1,2,59,1,0,0,0,0,0,9,1,8
67364,1,1,68,2,0,0,0,0,0,9,1,6
67365,1,1,92,2,0,0,0,0,0,22,1,9
67366,1,1,79,3,0,0,0,0,0,1,1,10
67367,1,1,31,2,0,0,0,0,0,9,1,9
67368,1,1,57,3,0,0,0,0,0,5,2,9
67369,1,1,34,3,0,0,0,0,0,9,1,5
67370,1,1,30,3,0,0,0,0,0,5,2,5
67371,1,2,54,3,0,0,0,0,0,4,1,10
67372,1,2,67,3,0,0,0,0,0,9,1,5
67373,1,1,26,3,0,0,0,0,0,9,1,6
67374,2,1,26,3,0,0,1,0,0,9,1,6
67375,2,2,48,3,0,0,1,0,0,9,1,4
67376,1,1,20,3,0,0,0,0,0,1,1,1
67377,1,1,26,3,0,0,0,0,0,9,1,7
67378,1,2,56,3,0,0,0,0,0,9,1,7
67379,3,1,53,3,5,1,0,0,0,0,3,8
67380,1,1,25,3,0,0,0,0,0,9,1,5
67381,1,1,19,3,0,0,0,0,0,9,1,10
67382,1,1,47,3,0,0,0,0,0,9,1,9
67383,2,2,46,3,0,0,1,0,0,9,1,9
67384,1,1,40,3,0,0,0,0,0,3,1,9
67385,1,2,22,3,0,0,0,0,0,9,2,10
67386,1,2,23,3,0,0,0,0,0,9,2,9
67387,1,1,55,3,0,0,0,0,0,1,2,10
67388,1,1,84,3,0,0,0,0,0,9,1,5
67389,1,1,25,3,0,0,0,0,0,22,1,7
67390,1,1,31,3,0,0,0,0,0,19,3,8
67391,1,1,33,3,0,0,0,0,0,3,1,4
67392,1,2,29,3,0,0,0,0,0,9,1,4
67393,1,1,23,3,0,0,0,0,0,9,1,10
67394,1,2,44,3,0,0,0,0,0,2,1,3
67395,1,2,27,3,0,0,0,0,0,9,1,5
67396,2,2,51,3,0,0,1,0,0,9,1,7
67397,1,1,29,3,0,0,0,0,0,9,1,10
67398,1,1,33,3,0,0,0,0,0,9,1,7
67399,1,1,70,3,0,0,0,0,0,9,1,7
67400,1,1,28,2,0,0,0,0,0,9,1,5
67401,1,1,55,2,0,0,0,0,0,5,1,8
67402,1,2,38,3,0,0,0,0,0,9,1,10
67403,1,2,62,3,0,0,0,0,0,9,1,9
67404,1,2,31,3,0,0,0,0,0,9,1,9
67405,1,1,27,3,0,0,0,0,0,9,1,4
67406,1,2,28,3,0,0,0,0,0,9,3,7
67407,2,1,39,2,0,0,2,0,0,9,1,5
67408,1,1,42,2,0,0,0,0,0,9,1,8
67409,1,1,30,3,0,0,0,0,0,2,1,8
67410,2,1,25,1,0,0,0,0,0,19,1,9
67411,1,1,21,3,0,0,0,0,0,3,1,2
67412,1,1,35,2,0,0,0,0,0,5,1,7
67413,1,1,60,2,0,0,0,0,0,9,3,9
67414,2,2,19,2,0,0,2,0,0,9,3,9
67415,1,1,51,3,0,0,0,0,0,5,1,7
67416,2,2,29,3,0,0,1,0,0,9,1,7
67417,1,1,57,2,0,0,0,0,0,1,3,10
67418,2,1,18,3,0,0,1,0,0,9,2,4
67419,1,1,21,2,0,0,0,0,0,1,3,9
67420,1,2,54,3,0,0,0,0,0,5,2,5
67421,2,1,34,3,0,0,1,0,0,9,1,7
67422,1,2,26,3,0,0,0,0,0,9,1,10
67423,1,1,22,3,0,0,0,0,0,2,1,2
67424,1,1,37,3,0,0,0,0,0,19,1,2
67425,1,1,44,2,0,0,0,0,0,1,1,2
67426,1,2,30,3,0,0,0,0,0,9,1,5
67427,1,1,22,3,0,0,0,0,0,9,1,9
67428,2,1,19,3,0,0,1,0,0,9,1,9
67429,1,2,41,3,0,0,0,0,0,9,1,8
67430,1,1,18,3,0,0,0,0,0,9,1,7
67431,2,2,18,3,0,0,1,0,0,9,1,7
67432,1,1,25,3,0,0,0,0,0,1,1,3
67433,1,1,23,3,0,0,0,0,0,3,1,3
67434,1,1,55,3,0,0,0,0,0,1,1,10
67435,1,1,19,3,0,0,0,0,0,9,1,5
67436,2,2,19,3,0,0,1,0,0,9,1,5
67437,1,1,53,3,0,0,0,0,0,9,1,10
67438,1,2,37,3,0,0,0,0,0,9,1,2
67439,2,1,38,3,0,0,1,0,0,9,1,2
67440,2,2,7,3,0,0,2,0,0,9,1,2
67441,2,1,6,3,0,0,2,0,0,9,1,2
67442,1,1,22,2,0,0,0,0,0,9,3,8
67443,1,1,46,3,0,0,0,0,0,21,1,5
67444,1,1,69,3,0,0,0,0,0,9,1,5
67445,1,1,26,3,0,0,0,0,0,9,1,1
67446,1,1,42,3,0,0,0,0,0,19,1,3
67447,1,1,51,3,0,0,0,0,0,9,1,2
67448,1,1,37,3,0,0,0,0,0,1,1,6
67449,1,1,39,2,0,0,0,0,0,9,1,6
67450,1,1,34,3,0,0,0,0,0,9,1,6
67451,1,2,66,3,0,0,0,0,0,9,2,10
67452,1,1,51,3,0,0,0,0,0,4,1,2
67453,1,1,53,3,0,0,0,0,0,9,2,9
67454,2,1,22,3,0,0,2,0,0,9,1,7
67455,2,2,16,3,0,0,2,0,0,9,1,7
67456,1,1,20,3,0,0,0,0,0,9,1,9
67457,1,1,34,3,0,0,0,0,0,3,1,4
67458,1,1,37,3,0,0,0,0,0,3,1,7
67459,1,1,53,2,0,0,0,0,0,21,3,6
67460,1,2,19,3,0,0,0,0,0,9,1,10
67461,2,2,17,3,0,0,1,0,0,9,1,9
67462,2,1,18,3,0,0,2,0,0,9,3,7
67463,1,1,64,1,0,0,0,0,0,19,1,9
67464,1,1,62,3,0,0,0,0,0,97,1,7
67465,1,2,24,3,0,0,0,0,0,9,3,6
67466,1,1,38,3,0,0,0,0,0,1,1,9
67467,1,1,27,2,0,0,0,0,0,9,1,10
67468,1,1,79,2,0,0,0,0,0,9,1,10
67469,1,1,41,3,0,0,0,0,0,1,1,9
67470,1,1,33,3,0,0,0,0,0,9,1,2
67471,1,1,60,1,0,0,0,0,0,9,1,9
67472,2,1,47,2,0,0,1,0,0,9,1,9
67473,1,1,38,3,0,0,0,0,0,9,1,10
67474,2,2,29,3,0,0,1,0,0,9,1,10
67475,2,1,6,3,0,0,2,0,0,9,1,10
67476,2,1,4,3,0,0,2,0,0,9,1,10
67477,1,2,70,3,0,0,0,0,0,9,2,9
67478,1,2,57,3,0,0,0,0,0,1,1,10
67479,1,1,19,1,0,0,0,0,0,5,1,5
67480,3,1,4,3,5,3,0,0,0,0,1,4
67481,1,2,73,1,0,0,0,0,0,9,1,10
67482,2,1,74,2,0,0,1,0,0,9,1,10
67483,3,1,74,3,5,1,0,0,0,0,3,9
67484,1,1,31,2,0,0,0,0,0,5,1,9
67485,1,1,36,3,0,0,0,0,0,19,1,6
67486,2,1,42,3,0,0,0,0,0,19,1,9
67487,1,1,65,3,0,0,0,0,0,20,2,8
67488,2,1,55,3,0,0,0,0,0,20,1,3
67489,1,1,19,3,0,0,0,0,0,9,2,9
67490,1,1,60,3,0,0,0,0,0,9,1,6
67491,1,1,20,2,0,0,0,0,0,4,1,10
67492,1,2,61,2,0,0,0,0,0,9,1,10
67493,1,2,43,3,0,0,0,0,0,1,1,2
67494,1,1,60,3,0,0,0,0,0,1,1,8
67495,1,1,25,3,0,0,0,0,0,9,2,9
67496,2,2,24,3,0,0,1,0,0,9,1,4
67497,3,1,28,3,5,3,0,0,0,0,1,9
67498,1,1,23,3,0,0,0,0,0,9,1,2
67499,1,1,28,3,0,0,0,0,0,1,1,2
67500,1,2,31,3,0,0,0,0,0,9,2,9
67501,1,1,52,3,0,0,0,0,0,9,3,10
67502,1,1,24,3,0,0,0,0,0,9,1,6
67503,2,2,20,3,0,0,1,0,0,9,1,10
67504,1,2,75,2,0,0,0,0,0,9,2,10
67505,1,1,60,1,0,0,0,0,0,97,1,2
67506,1,1,43,3,0,0,0,0,0,9,1,10
67507,2,2,37,3,0,0,1,0,0,9,1,10
67508,1,2,32,3,0,0,0,0,0,9,1,8
67509,1,1,71,3,0,0,0,0,0,9,1,6
67510,2,1,37,3,0,0,1,0,0,9,1,5
67511,1,1,81,3,0,0,0,0,0,9,2,10
67512,1,2,39,3,0,0,0,0,0,9,3,8
67513,1,1,22,3,0,0,0,0,0,19,1,2
67514,1,2,50,3,0,0,0,0,0,9,3,8
67515,1,1,16,3,0,0,0,0,0,1,1,3
67516,1,1,78,2,0,0,0,0,0,9,1,9
67517,1,1,41,3,0,0,0,0,0,1,3,9
67518,1,1,49,3,0,0,0,0,0,20,1,6
67519,2,1,46,3,0,0,0,0,0,20,1,6
67520,1,1,14,3,0,0,0,0,0,1,2,10
67521,1,2,22,3,0,0,0,0,0,9,1,9
67522,1,2,46,2,0,0,0,0,0,9,1,2
67523,2,2,26,3,0,0,1,0,0,9,1,2
67524,3,2,7,2,5,1,0,0,0,0,2,9
67525,3,1,81,3,5,1,0,0,0,0,1,6
67526,1,1,60,3,0,0,0,0,0,1,1,3
67527,1,2,21,3,0,0,0,0,0,9,2,7
67528,1,1,54,3,0,0,0,0,0,1,1,3
67529,1,2,19,3,0,0,0,0,0,9,2,8
67530,2,1,14,3,0,0,1,0,0,9,2,8
67531,1,1,58,3,0,0,0,0,0,9,1,8
67532,1,2,22,3,0,0,0,0,0,9,1,7
67533,2,1,19,3,0,0,1,0,0,9,1,6
67534,1,1,36,3,0,0,0,0,0,4,1,2
67535,1,1,56,3,0,0,0,0,0,9,1,10
67536,1,1,36,3,0,0,0,0,0,9,1,9
67537,1,2,66,3,0,0,0,0,0,9,1,4
67538,1,2,76,3,0,0,0,0,0,9,2,9
67539,1,1,32,2,0,0,0,0,0,5,1,3
67540,1,1,30,2,0,0,0,0,0,23,1,6
67541,1,1,44,3,0,0,0,0,0,5,1,7
67542,1,1,35,2,0,0,0,0,0,5,1,7
67543,1,1,18,3,0,0,0,0,0,9,1,8
67544,2,1,17,3,0,0,1,0,0,9,1,8
67545,1,2,28,3,0,0,0,0,0,9,1,9
67546,2,2,30,3,0,0,1,0,0,9,1,9
67547,1,1,56,3,0,0,0,0,0,9,1,9
67548,1,2,24,3,0,0,0,0,0,9,1,10
67549,3,2,12,3,1,1,0,0,0,0,1,6
67550,1,1,20,3,0,0,0,0,0,9,2,8
67551,1,2,20,3,0,0,0,0,0,9,3,8
67552,1,1,27,3,0,0,0,0,0,1,1,2
67553,1,2,60,3,0,0,0,0,0,9,1,10
67554,1,1,29,3,0,0,0,0,0,1,1,7
67555,1,1,26,3,0,0,0,0,0,9,1,7
67556,2,1,20,3,0,0,1,0,0,9,1,7
67557,2,2,57,3,0,0,2,0,0,9,1,7
67558,1,1,38,3,0,0,0,0,0,1,1,3
67559,1,1,47,3,0,0,0,0,0,19,1,5
67560,1,2,34,3,0,0,0,0,0,9,1,4
67561,1,1,36,3,0,0,0,0,0,9,1,3
67562,2,2,34,3,0,0,1,0,0,9,1,3
67563,1,1,22,3,0,0,0,0,0,9,1,4
67564,1,1,33,3,0,0,0,0,0,3,1,5
67565,1,1,34,3,0,0,0,0,0,9,1,3
67566,2,1,37,3,0,0,1,0,0,9,1,5
67567,1,1,60,2,0,0,0,0,0,5,3,6
67568,1,1,22,2,0,0,0,0,0,9,1,6
67569,1,1,25,3,0,0,0,0,0,1,1,8
67570,1,2,37,3,0,0,0,0,0,9,3,9
67571,1,2,65,3,0,0,0,0,0,9,1,7
67572,2,2,20,3,0,0,1,0,0,9,1,7
67573,1,1,28,3,0,0,0,0,0,9,2,8
67574,1,2,62,3,0,0,0,0,0,9,1,8
67575,2,2,27,3,0,0,2,0,0,9,1,8
67576,2,2,28,3,0,0,2,0,0,9,1,9
67577,1,1,19,3,0,0,0,0,0,9,3,10
67578,1,1,37,3,0,0,0,0,0,9,1,2
67579,1,2,39,3,0,0,0,0,0,9,1,1
67580,2,2,9,3,0,0,1,0,0,9,1,1
67581,1,2,55,3,0,0,0,0,0,98,1,2
67582,1,1,29,3,0,0,0,0,0,9,3,8
67583,1,1,40,3,0,0,0,0,0,1,1,9
67584,1,1,47,3,0,0,0,0,0,1,1,8
67585,1,2,42,3,0,0,0,0,0,9,1,7
67586,2,2,52,3,0,0,1,0,0,9,2,9
67587,2,2,46,3,0,0,2,0,0,9,1,5
67588,1,1,52,3,0,0,0,0,0,9,3,7
67589,1,1,23,2,0,0,0,0,0,4,1,7
67590,1,1,56,3,0,0,0,0,0,9,1,8
67591,1,1,12,3,0,0,0,0,0,1,1,10
67592,1,1,38,2,0,0,0,0,0,1,1,4
67593,1,2,19,3,0,0,0,0,0,9,1,10
67594,2,2,21,3,0,0,2,0,0,9,1,10
67595,1,1,42,3,0,0,0,0,0,9,1,10
67596,1,1,32,3,0,0,0,0,0,9,1,5
67597,2,2,4,3,0,0,1,0,0,9,1,8
67598,1,1,19,3,0,0,0,0,0,9,1,7
67599,1,1,55,2,0,0,0,0,0,5,3,8
67600,2,2,54,2,0,0,0,0,0,5,3,8
67601,3,2,7,3,5,4,0,0,0,0,1,7
67602,1,1,42,3,0,0,0,0,0,9,3,10
67603,1,1,31,3,0,0,0,0,0,3,1,4
67604,1,1,39,3,0,0,0,0,0,9,1,8
67605,2,2,40,3,0,0,1,0,0,9,1,8
67606,1,2,26,3,0,0,0,0,0,9,1,6
67607,1,1,41,3,0,0,0,0,0,8,1,7
67608,1,1,5,3,0,0,0,0,0,1,1,5
67609,1,1,69,3,0,0,0,0,0,9,2,10
67610,1,1,60,3,0,0,0,0,0,1,1,8
67611,1,1,50,1,0,0,0,0,0,5,1,10
67612,1,1,35,3,0,0,0,0,0,3,3,8
67613,1,1,48,2,0,0,0,0,0,3,1,4
67614,1,1,67,3,0,0,0,0,0,9,1,7
67615,1,2,19,3,0,0,0,0,0,9,3,7
67616,1,1,26,3,0,0,0,0,0,9,1,4
67617,1,2,40,3,0,0,0,0,0,9,1,10
67618,3,2,24,3,1,3,0,0,0,0,1,9
67619,1,1,75,2,0,0,0,0,0,4,1,5
67620,1,2,32,3,0,0,0,0,0,9,1,2
67621,1,1,27,3,0,0,0,0,0,9,1,9
67622,1,1,42,3,0,0,0,0,0,1,3,9
67623,1,2,33,3,0,0,0,0,0,5,1,9
67624,3,1,15,2,4,1,0,0,0,0,3,10
67625,1,1,23,3,0,0,0,0,0,5,1,1
67626,1,1,49,3,0,0,0,0,0,1,3,9
67627,1,2,25,3,0,0,0,0,0,9,1,9
67628,1,1,47,3,0,0,0,0,0,9,1,10
67629,1,1,39,3,0,0,0,0,0,1,1,4
67630,1,2,60,3,0,0,0,0,0,1,1,10
67631,1,1,45,3,0,0,0,0,0,1,2,2
67632,1,2,36,3,0,0,0,0,0,9,1,7
67633,1,1,50,3,0,0,0,0,0,1,3,10
67634,1,1,76,1,0,0,0,0,0,9,2,8
67635,1,2,88,3,0,0,0,0,0,9,2,8
67636,1,1,92,3,0,0,0,0,0,9,1,10
67637,1,1,33,3,0,0,0,0,0,9,1,5
67638,1,1,30,3,0,0,0,0,0,1,1,5
67639,1,2,81,3,0,0,0,0,0,5,2,10
67640,1,1,64,3,0,0,0,0,0,9,1,10
67641,1,1,75,3,0,0,0,0,0,4,1,5
67642,1,1,30,2,0,0,0,0,0,5,1,4
67643,1,1,67,1,0,0,0,0,0,1,1,10
67644,1,1,47,2,0,0,0,0,0,9,1,9
67645,1,1,20,3,0,0,0,0,0,4,1,10
67646,1,1,15,3,0,0,0,0,0,1,1,2
67647,1,1,44,3,0,0,0,0,0,3,1,5
67648,1,1,35,2,0,0,0,0,0,9,1,1
67649,1,2,59,3,0,0,0,0,0,1,2,10
67650,1,2,58,3,0,0,0,0,0,1,1,10
67651,1,1,52,3,0,0,0,0,0,1,1,4
67652,1,1,26,3,0,0,0,0,0,90,1,6
67653,1,1,30,3,0,0,0,0,0,9,1,3
67654,1,1,22,3,0,0,0,0,0,9,1,7
67655,1,2,54,3,0,0,0,0,0,1,1,10
67656,1,1,34,3,0,0,0,0,0,9,1,7
67657,1,2,72,3,0,0,0,0,0,9,1,7
67658,1,2,31,3,0,0,0,0,0,9,1,3
67659,2,1,34,3,0,0,1,0,0,9,1,3
67660,1,1,51,2,0,0,0,0,0,1,3,7
67661,1,2,27,2,0,0,0,0,0,1,1,10
67662,1,2,41,3,0,0,0,0,0,9,1,9
67663,1,2,20,3,0,0,0,0,0,9,1,3
67664,1,1,18,3,0,0,0,0,0,1,1,8
67665,1,2,55,3,0,0,0,0,0,9,3,8
67666,1,1,82,3,0,0,0,0,0,9,2,7
67667,1,1,44,3,0,0,0,0,0,9,1,10
67668,1,1,21,3,0,0,0,0,0,19,1,3
67669,1,1,65,2,0,0,0,0,0,3,1,2
67670,1,1,52,3,0,0,0,0,0,1,1,8
67671,1,2,69,3,0,0,0,0,0,9,1,7
67672,1,1,18,3,0,0,0,0,0,3,1,3
67673,1,1,19,3,0,0,0,0,0,3,1,9
67674,2,1,21,3,0,0,0,0,0,5,1,2
67675,1,2,32,3,0,0,0,0,0,9,1,6
67676,2,1,36,2,0,0,1,0,0,9,1,6
67677,1,2,50,3,0,0,0,0,0,1,1,5
67678,1,1,55,3,0,0,0,0,0,3,1,6
67679,1,2,60,3,0,0,0,0,0,9,1,2
67680,1,1,25,3,0,0,0,0,0,20,1,5
67681,1,1,50,3,0,0,0,0,0,9,1,6
67682,2,2,50,3,0,0,1,0,0,9,1,6
67683,2,2,17,3,0,0,2,0,0,9,1,6
67684,1,1,41,2,0,0,0,0,0,5,1,9
67685,1,1,46,3,0,0,0,0,0,1,1,2
67686,1,1,86,3,0,0,0,0,0,9,3,9
67687,1,1,38,3,0,0,0,0,0,9,1,4
67688,3,1,2,3,5,2,0,0,0,0,1,5
67689,1,1,56,2,0,0,0,0,0,1,1,10
67690,1,1,24,3,0,0,0,0,0,1,1,7
67691,1,1,31,3,0,0,0,0,0,3,1,6
67692,1,2,44,3,0,0,0,0,0,9,2,10
67693,1,2,58,3,0,0,0,0,0,9,2,8
67694,1,2,18,3,0,0,0,0,0,9,3,9
67695,1,2,31,3,0,0,0,0,0,9,1,1
67696,1,1,24,3,0,0,0,0,0,19,1,5
67697,2,1,25,3,0,0,0,0,0,19,1,3
67698,2,2,9,3,0,0,2,0,0,9,3,6
67699,1,1,26,3,0,0,0,0,0,9,1,5
67700,1,1,35,3,0,0,0,0,0,19,1,9
67701,2,1,30,3,0,0,0,0,0,19,1,3
67702,1,2,53,2,0,0,0,0,0,1,1,2
67703,1,2,35,3,0,0,0,0,0,9,3,6
67704,1,1,48,3,0,0,0,0,0,1,1,10
67705,1,1,34,3,0,0,0,0,0,9,1,4
67706,1,1,48,3,0,0,0,0,0,1,1,5
67707,1,1,58,2,0,0,0,0,0,5,3,10
67708,1,1,23,3,0,0,0,0,0,2,1,7
67709,1,1,37,2,0,0,0,0,0,9,1,8
67710,1,1,22,3,0,0,0,0,0,9,1,6
67711,1,1,64,2,0,0,0,0,0,9,1,9
67712,1,1,58,2,0,0,0,0,0,1,3,9
67713,1,2,40,3,0,0,0,0,0,9,1,2
67714,2,1,40,3,0,0,1,0,0,9,2,8
67715,1,1,28,3,0,0,0,0,0,1,1,7
67716,1,2,78,3,0,0,0,0,0,9,3,7
67717,1,2,45,3,0,0,0,0,0,9,3,5
67718,2,2,11,3,0,0,1,0,0,9,3,5
67719,1,1,42,2,0,0,0,0,0,9,2,8
67720,1,1,25,3,0,0,0,0,0,8,1,5
67721,2,1,25,3,0,0,1,0,0,8,1,5
67722,1,1,25,3,0,0,0,0,0,3,1,3
67723,1,2,19,3,0,0,0,0,0,9,1,2
67724,2,1,16,3,0,0,1,0,0,9,1,10
67725,1,2,68,3,0,0,0,0,0,1,2,10
67726,1,1,64,2,0,0,0,0,0,1,1,10
67727,1,2,25,3,0,0,0,0,0,9,1,3
67728,1,1,68,3,0,0,0,0,0,1,2,7
67729,1,2,45,3,0,0,0,0,0,9,1,10
67730,1,1,30,3,0,0,0,0,0,9,1,8
67731,1,1,82,3,0,0,0,0,0,9,1,6
67732,1,2,70,3,0,0,0,0,0,9,1,7
67733,2,2,60,3,0,0,1,0,0,9,1,7
67734,1,1,50,3,0,0,0,0,0,1,1,7
67735,1,2,34,3,0,0,0,0,0,9,1,4
67736,1,1,76,3,0,0,0,0,0,1,1,10
67737,2,1,25,3,0,0,2,0,0,8,1,5
67738,2,2,83,3,0,0,0,1,0,11,1,9
67739,1,1,33,3,0,0,0,0,0,5,1,5
67740,1,1,32,2,0,0,0,0,0,9,1,7
67741,3,2,20,2,1,1,0,0,0,0,1,10
67742,1,2,64,3,0,0,0,0,0,9,2,9
67743,1,1,34,3,0,0,0,0,0,1,1,10
67744,1,2,83,3,0,0,0,0,0,9,1,10
67745,1,1,25,3,0,0,0,0,0,3,1,4
67746,1,1,45,3,0,0,0,0,0,9,3,9
67747,2,2,45,3,0,0,1,0,0,9,3,9
67748,2,1,11,3,0,0,2,0,0,9,3,9
67749,1,2,22,3,0,0,0,0,0,1,1,4
67750,1,2,30,3,0,0,0,0,0,9,1,2
67751,1,1,23,2,0,0,0,0,0,19,1,6
67752,2,2,19,3,0,0,2,0,0,9,1,3
67753,1,2,42,3,0,0,0,0,0,9,3,7
67754,1,2,19,3,0,0,0,0,0,9,3,7
67755,2,2,19,2,0,0,2,0,0,9,1,6
67756,1,2,51,1,0,0,0,0,0,9,2,10
67757,1,1,28,2,0,0,0,0,0,1,1,8
67758,1,1,39,3,0,0,0,0,0,9,3,7
67759,1,1,65,3,0,0,0,0,0,9,1,7
67760,1,1,40,3,0,0,0,0,0,5,1,5
67761,1,1,16,3,0,0,0,0,0,1,2,10
67762,1,1,37,2,0,0,0,0,0,1,1,8
67763,1,2,51,3,0,0,0,0,0,9,1,2
67764,1,1,31,3,0,0,0,0,0,19,2,8
67765,1,1,40,2,0,0,0,0,0,5,1,7
67766,1,1,42,3,0,0,0,0,0,5,2,9
67767,2,1,12,3,0,0,1,0,0,9,1,10
67768,1,1,66,3,0,0,0,0,0,9,1,9
67769,2,2,53,2,0,0,0,0,0,5,2,6
67770,1,1,70,3,0,0,0,0,0,1,1,4
67771,1,2,52,3,0,0,0,0,0,9,3,7
67772,1,2,30,3,0,0,0,0,0,9,2,7
67773,1,1,56,3,0,0,0,0,0,1,1,10
67774,1,1,45,3,0,0,0,0,0,5,1,6
67775,1,1,81,3,0,0,0,0,0,9,1,1
67776,1,2,58,3,0,0,0,0,0,9,2,8
67777,2,2,29,3,0,0,1,0,0,9,1,3
67778,2,2,40,3,0,0,1,0,0,9,1,8
67779,1,2,20,3,0,0,0,0,0,9,1,10
67780,2,1,19,3,0,0,1,0,0,9,1,8
67781,1,2,55,2,0,0,0,0,0,9,1,1
67782,2,2,48,3,0,0,1,0,0,9,2,10
67783,1,1,48,3,0,0,0,0,0,9,1,9
67784,1,1,20,3,0,0,0,0,0,9,1,10
67785,2,2,32,3,0,0,1,0,0,9,1,4
67786,1,1,39,3,0,0,0,0,0,9,1,4
67787,1,1,76,3,0,0,0,0,0,1,3,8
67788,1,1,51,3,0,0,0,0,0,5,3,8
67789,1,1,45,3,0,0,0,0,0,9,1,10
67790,1,1,46,3,0,0,0,0,0,9,1,2
67791,1,1,44,2,0,0,0,0,0,5,3,5
67792,2,2,44,3,0,0,0,0,0,5,3,5
67793,1,2,40,3,0,0,0,0,0,9,1,7
67794,1,1,42,3,0,0,0,0,0,19,1,9
67795,1,1,22,2,0,0,0,0,0,9,1,1
67796,1,1,24,3,0,0,0,0,0,19,1,7
67797,1,1,20,3,0,0,0,0,0,9,1,6
67798,1,1,70,3,0,0,0,0,0,9,1,8
67799,2,2,66,3,0,0,1,0,0,9,1,8
67800,2,2,24,3,0,0,2,0,0,9,1,2
67801,1,1,82,3,0,0,0,0,0,9,1,2
67802,1,2,44,3,0,0,0,0,0,9,3,7
67803,1,1,68,3,0,0,0,0,0,19,2,8
67804,1,1,45,3,0,0,0,0,0,9,1,4
67805,2,1,24,3,0,0,1,0,0,9,2,10
67806,2,1,19,3,0,0,2,0,0,9,1,3
67807,2,2,18,3,0,0,2,0,0,9,3,9
67808,1,1,48,3,0,0,0,0,0,9,1,4
67809,1,2,27,3,0,0,0,0,0,1,1,9
67810,1,1,30,3,0,0,0,0,0,1,1,4
67811,1,1,29,3,0,0,0,0,0,9,1,5
67812,1,1,51,3,0,0,0,0,0,9,1,10
67813,1,1,57,3,0,0,0,0,0,5,1,8
67814,2,1,22,3,0,0,0,0,0,5,1,8
67815,1,1,80,3,0,0,0,0,0,9,1,5
67816,1,1,48,3,0,0,0,0,0,1,1,10
67817,1,1,75,2,0,0,0,0,0,1,1,10
67818,1,1,19,2,0,0,0,0,0,97,1,9
67819,1,1,33,3,0,0,0,0,0,9,1,3
67820,1,1,32,3,0,0,0,0,0,9,3,7
67821,1,2,34,3,0,0,0,0,0,9,2,5
67822,1,1,20,3,0,0,0,0,0,1,1,8
67823,1,1,32,3,0,0,0,0,0,9,3,7
67824,1,1,22,2,0,0,0,0,0,9,3,5
67825,1,1,31,3,0,0,0,0,0,9,3,10
67826,1,2,59,3,0,0,0,0,0,9,1,8
67827,1,1,19,3,0,0,0,0,0,1,2,10
67828,1,2,81,1,0,0,0,0,0,9,3,9
67829,1,2,63,2,0,0,0,0,0,9,1,7
67830,2,1,55,2,0,0,1,0,0,9,1,7
67831,2,1,4,2,0,0,2,0,0,9,1,10
67832,1,1,33,3,0,0,0,0,0,90,1,5
67833,1,1,20,3,0,0,0,0,0,9,3,9
67834,2,1,20,2,0,0,1,0,0,9,2,10
67835,1,1,40,3,0,0,0,0,0,9,1,5
67836,2,2,40,2,0,0,1,0,0,9,1,5
67837,2,2,25,2,0,0,2,0,0,9,1,5
67838,2,2,25,2,0,0,2,0,0,9,1,5
67839,2,2,5,2,0,0,2,0,0,9,1,5
67840,1,2,24,1,0,0,0,0,0,9,2,8
67841,1,2,56,3,0,0,0,0,0,9,3,7
67842,2,2,21,3,0,0,1,0,0,9,3,7
67843,1,1,25,2,0,0,0,0,0,4,1,2
67844,1,1,25,2,0,0,0,0,0,3,1,8
67845,1,1,69,3,0,0,0,0,0,9,2,5
67846,2,2,65,2,0,0,1,0,0,9,2,5
67847,1,1,36,3,0,0,0,0,0,19,1,9
67848,1,1,58,3,0,0,0,0,0,2,1,5
67849,3,1,53,2,1,1,0,0,0,0,1,5
67850,1,1,62,2,0,0,0,0,0,1,3,7
67851,1,1,55,3,0,0,0,0,0,9,1,6
67852,1,1,52,2,0,0,0,0,0,1,1,3
67853,1,2,81,3,0,0,0,0,0,9,3,8
67854,1,1,17,2,0,0,0,0,0,3,1,10
67855,1,1,45,3,0,0,0,0,0,1,1,10
67856,2,2,3,3,0,0,2,0,0,9,1,3
67857,1,1,22,3,0,0,0,0,0,9,1,10
67858,1,1,22,2,0,0,0,0,0,3,1,5
67859,3,1,56,1,5,3,0,0,0,0,1,2
67860,1,1,56,3,0,0,0,0,0,9,3,9
67861,1,1,50,3,0,0,0,0,0,1,1,10
67862,2,1,28,3,0,0,1,0,0,9,1,9
67863,1,2,28,3,0,0,0,0,0,9,1,7
67864,2,2,4,3,0,0,1,0,0,9,1,7
67865,1,2,40,3,0,0,0,0,0,9,1,10
67866,2,1,38,3,0,0,1,0,0,9,1,10
67867,1,2,64,3,0,0,0,0,0,9,2,10
67868,1,1,21,3,0,0,0,0,0,9,1,8
67869,1,1,24,3,0,0,0,0,0,9,1,8
67870,2,2,57,3,0,0,1,0,0,9,2,9
67871,1,1,43,3,0,0,0,0,0,9,1,4
67872,1,1,16,3,0,0,0,0,0,2,1,6
67873,1,1,64,3,0,0,0,0,0,22,1,7
